Date,Time,,Temp,Weather,Wind,,Humidity,Barometer,Visibility
2020-09-14,18:30,,17 °C,Passing clouds.,17 km/h,↑,73%,1025 mbar,N/A
2020-09-14,19:00,,16 °C,Passing clouds.,15 km/h,↑,77%,1026 mbar,N/A
2020-09-14,19:30,,16 °C,Passing clouds.,11 km/h,↑,77%,1026 mbar,N/A
2020-09-14,20:00,,16 °C,Passing clouds.,9 km/h,↑,83%,1026 mbar,N/A
2020-09-14,20:30,,16 °C,Passing clouds.,6 km/h,↑,83%,1027 mbar,N/A
2020-09-14,21:00,,16 °C,Passing clouds.,7 km/h,↑,83%,1027 mbar,N/A
2020-09-14,21:30,,16 °C,Passing clouds.,9 km/h,↑,83%,1027 mbar,N/A
2020-09-14,22:00,,16 °C,Passing clouds.,13 km/h,↑,83%,1027 mbar,N/A
2020-09-14,22:30,,16 °C,Passing clouds.,9 km/h,↑,83%,1027 mbar,N/A
2020-09-14,23:00,,15 °C,Passing clouds.,7 km/h,↑,88%,1027 mbar,N/A
2020-09-14,23:30,,15 °C,Passing clouds.,9 km/h,↑,88%,1027 mbar,N/A
2020-09-15,"00:00 Tue, 15 Sep",,15 °C,Passing clouds.,7 km/h,↑,88%,1027 mbar,N/A
2020-09-15,00:30,,16 °C,Passing clouds.,9 km/h,↑,83%,1027 mbar,N/A
2020-09-15,01:00,,16 °C,Passing clouds.,7 km/h,↑,83%,1027 mbar,N/A
2020-09-15,01:30,,16 °C,Passing clouds.,7 km/h,↑,88%,1027 mbar,N/A
2020-09-15,02:00,,16 °C,Passing clouds.,7 km/h,↑,88%,1027 mbar,N/A
2020-09-15,02:30,,16 °C,Passing clouds.,9 km/h,↑,88%,1027 mbar,N/A
2020-09-15,03:00,,16 °C,Partly cloudy.,9 km/h,↑,88%,1026 mbar,N/A
2020-09-15,03:30,,16 °C,Passing clouds.,7 km/h,↑,88%,1026 mbar,N/A
2020-09-15,04:00,,16 °C,Partly cloudy.,9 km/h,↑,88%,1026 mbar,N/A
2020-09-15,04:30,,16 °C,Passing clouds.,13 km/h,↑,88%,1027 mbar,N/A
2020-09-15,05:00,,17 °C,Partly cloudy.,13 km/h,↑,77%,1027 mbar,N/A
2020-09-15,05:30,,17 °C,Partly cloudy.,13 km/h,↑,77%,1027 mbar,N/A
2020-09-15,06:00,,17 °C,Broken clouds.,11 km/h,↑,77%,1027 mbar,N/A
2020-09-15,06:30,,17 °C,Broken clouds.,13 km/h,↑,77%,1028 mbar,N/A
2020-09-15,07:00,,17 °C,Broken clouds.,7 km/h,↑,77%,1028 mbar,N/A
2020-09-15,07:30,,18 °C,Broken clouds.,13 km/h,↑,78%,1028 mbar,N/A
2020-09-15,08:00,,18 °C,Partly sunny.,13 km/h,↑,73%,1028 mbar,N/A
2020-09-15,08:30,,19 °C,Broken clouds.,15 km/h,↑,68%,1029 mbar,N/A
2020-09-15,09:00,,19 °C,Broken clouds.,13 km/h,↑,68%,1029 mbar,N/A
2020-09-15,09:30,,20 °C,Partly sunny.,15 km/h,↑,64%,1029 mbar,N/A
2020-09-15,10:00,,20 °C,Partly sunny.,22 km/h,↑,64%,1029 mbar,N/A
2020-09-15,10:30,,20 °C,Partly sunny.,22 km/h,↑,60%,1029 mbar,N/A
2020-09-15,11:30,,21 °C,Scattered clouds.,20 km/h,↑,57%,1028 mbar,N/A
2020-09-15,12:00,,21 °C,Scattered clouds.,20 km/h,↑,60%,1027 mbar,N/A
2020-09-15,12:30,,21 °C,Partly sunny.,22 km/h,↑,60%,1027 mbar,N/A
2020-09-15,13:00,,22 °C,Passing clouds.,26 km/h,↑,57%,1026 mbar,N/A
2020-09-15,13:30,,22 °C,Passing clouds.,28 km/h,↑,57%,1026 mbar,N/A
2020-09-15,14:00,,23 °C,Passing clouds.,30 km/h,↑,50%,1025 mbar,N/A
2020-09-15,14:30,,23 °C,Passing clouds.,32 km/h,↑,53%,1025 mbar,N/A
2020-09-15,15:00,,22 °C,Passing clouds.,32 km/h,↑,53%,1025 mbar,N/A
2020-09-15,15:30,,22 °C,Passing clouds.,33 km/h,↑,57%,1025 mbar,N/A
2020-09-15,16:00,,22 °C,Sunny.,32 km/h,↑,53%,1025 mbar,16 km
2020-09-15,16:30,,20 °C,Sunny.,32 km/h,↑,60%,1025 mbar,16 km
2020-09-15,17:00,,20 °C,Sunny.,32 km/h,↑,64%,1025 mbar,16 km
2020-09-15,17:30,,19 °C,Sunny.,30 km/h,↑,68%,1025 mbar,16 km
2020-09-15,18:00,,20 °C,Clear.,30 km/h,↑,69%,1025 mbar,16 km
2020-09-15,18:30,,19 °C,Clear.,30 km/h,↑,73%,1025 mbar,16 km
2020-09-15,19:00,,19 °C,Clear.,30 km/h,↑,73%,1025 mbar,16 km
2020-09-15,19:30,,19 °C,Clear.,28 km/h,↑,73%,1026 mbar,16 km
2020-09-15,20:00,,19 °C,Clear.,28 km/h,↑,73%,1026 mbar,16 km
2020-09-15,20:30,,19 °C,Clear.,28 km/h,↑,73%,1026 mbar,16 km
2020-09-15,21:00,,19 °C,Clear.,28 km/h,↑,73%,1026 mbar,16 km
2020-09-15,21:30,,19 °C,Clear.,30 km/h,↑,73%,1026 mbar,16 km
2020-09-15,22:00,,19 °C,Clear.,28 km/h,↑,73%,1026 mbar,16 km
2020-09-15,22:30,,18 °C,Clear.,24 km/h,↑,83%,1026 mbar,16 km
2020-09-15,23:00,,18 °C,Clear.,24 km/h,↑,78%,1026 mbar,16 km
2020-09-15,23:30,,18 °C,Clear.,20 km/h,↑,78%,1026 mbar,16 km
2020-09-16,"00:00 Wed, 16 Sep",,17 °C,Clear.,22 km/h,↑,83%,1026 mbar,16 km
2020-09-16,00:30,,17 °C,Clear.,19 km/h,↑,83%,1025 mbar,16 km
2020-09-16,01:00,,17 °C,Clear.,17 km/h,↑,83%,1025 mbar,16 km
2020-09-16,01:30,,16 °C,Clear.,9 km/h,↑,88%,1025 mbar,16 km
2020-09-16,02:00,,16 °C,Clear.,9 km/h,↑,88%,1025 mbar,16 km
2020-09-16,02:30,,16 °C,Clear.,11 km/h,↑,88%,1024 mbar,16 km
2020-09-16,03:00,,16 °C,Clear.,9 km/h,↑,88%,1024 mbar,16 km
2020-09-16,03:30,,16 °C,Clear.,11 km/h,↑,88%,1024 mbar,16 km
2020-09-16,04:00,,16 °C,Clear.,11 km/h,↑,83%,1024 mbar,16 km
2020-09-16,05:00,,16 °C,Clear.,7 km/h,↑,83%,1024 mbar,16 km
2020-09-16,05:30,,15 °C,Clear.,6 km/h,↑,88%,1024 mbar,16 km
2020-09-16,06:00,,15 °C,Sunny.,9 km/h,↑,88%,1024 mbar,16 km
2020-09-16,06:30,,16 °C,Sunny.,9 km/h,↑,83%,1024 mbar,16 km
2020-09-16,07:00,,16 °C,Sunny.,11 km/h,↑,83%,1024 mbar,16 km
2020-09-16,07:30,,17 °C,Sunny.,11 km/h,↑,83%,1024 mbar,16 km
2020-09-16,08:00,,18 °C,Sunny.,9 km/h,↑,73%,1024 mbar,16 km
2020-09-16,08:30,,19 °C,Sunny.,11 km/h,↑,73%,1024 mbar,16 km
2020-09-16,09:00,,21 °C,Sunny.,11 km/h,↑,64%,1024 mbar,16 km
2020-09-16,09:30,,22 °C,Passing clouds.,13 km/h,↑,61%,1024 mbar,N/A
2020-09-16,10:00,,22 °C,Sunny.,13 km/h,↑,61%,1023 mbar,16 km
2020-09-16,11:30,,25 °C,Sunny.,11 km/h,↑,47%,1021 mbar,16 km
2020-09-16,12:00,,25 °C,Passing clouds.,15 km/h,↑,47%,1021 mbar,N/A
2020-09-16,12:30,,25 °C,Sunny.,22 km/h,↑,51%,1020 mbar,16 km
2020-09-16,13:00,,25 °C,Sunny.,26 km/h,↑,51%,1019 mbar,16 km
2020-09-16,13:30,,25 °C,Sunny.,28 km/h,↑,51%,1019 mbar,16 km
2020-09-16,14:00,,25 °C,Sunny.,30 km/h,↑,51%,1019 mbar,16 km
2020-09-16,14:30,,24 °C,Sunny.,33 km/h,↑,54%,1018 mbar,16 km
2020-09-16,15:00,,23 °C,Sunny.,30 km/h,↑,57%,1018 mbar,16 km
2020-09-16,15:30,,23 °C,Sunny.,35 km/h,↑,61%,1018 mbar,16 km
2020-09-16,16:00,,23 °C,Sunny.,37 km/h,↑,61%,1017 mbar,16 km
2020-09-16,16:30,,23 °C,Sunny.,35 km/h,↑,61%,1017 mbar,16 km
2020-09-16,17:00,,22 °C,Sunny.,30 km/h,↑,65%,1018 mbar,16 km
2020-09-16,17:30,,21 °C,Sunny.,28 km/h,↑,69%,1018 mbar,16 km
2020-09-16,18:00,,21 °C,Clear.,24 km/h,↑,73%,1018 mbar,16 km
2020-09-16,18:30,,20 °C,Clear.,19 km/h,↑,73%,1018 mbar,16 km
2020-09-16,19:00,,20 °C,Clear.,15 km/h,↑,78%,1019 mbar,16 km
2020-09-16,19:30,,20 °C,Clear.,13 km/h,↑,73%,1019 mbar,16 km
2020-09-16,20:00,,21 °C,Clear.,15 km/h,↑,69%,1020 mbar,16 km
2020-09-16,20:30,,21 °C,Clear.,15 km/h,↑,57%,1020 mbar,16 km
2020-09-16,21:00,,21 °C,Clear.,15 km/h,↑,53%,1020 mbar,16 km
2020-09-16,21:30,,21 °C,Clear.,13 km/h,↑,50%,1020 mbar,16 km
2020-09-16,22:00,,21 °C,Clear.,9 km/h,↑,50%,1020 mbar,16 km
2020-09-16,22:30,,20 °C,Clear.,6 km/h,↑,53%,1020 mbar,16 km
2020-09-16,23:00,,20 °C,Passing clouds.,9 km/h,↑,53%,1020 mbar,N/A
2020-09-16,23:30,,19 °C,Clear.,7 km/h,↑,60%,1020 mbar,16 km
2020-09-17,"00:00 Thu, 17 Sep",,18 °C,Clear.,2 km/h,↑,60%,1020 mbar,16 km
2020-09-17,00:30,,18 °C,Clear.,9 km/h,↑,64%,1020 mbar,16 km
2020-09-17,01:00,,18 °C,Clear.,13 km/h,↑,64%,1020 mbar,16 km
2020-09-17,01:30,,18 °C,Clear.,15 km/h,↑,60%,1020 mbar,16 km
2020-09-17,02:00,,17 °C,Clear.,7 km/h,↑,64%,1019 mbar,16 km
2020-09-17,02:30,,17 °C,Clear.,7 km/h,↑,68%,1019 mbar,16 km
2020-09-17,03:00,,16 °C,Clear.,No wind,↑,68%,1019 mbar,16 km
2020-09-17,03:30,,16 °C,Clear.,4 km/h,↑,72%,1019 mbar,16 km
2020-09-17,04:00,,16 °C,Clear.,No wind,↑,72%,1019 mbar,16 km
2020-09-17,04:30,,16 °C,Clear.,6 km/h,↑,72%,1019 mbar,16 km
2020-09-17,05:00,,16 °C,Clear.,9 km/h,↑,72%,1020 mbar,16 km
2020-09-17,05:30,,15 °C,Clear.,11 km/h,↑,72%,1020 mbar,16 km
2020-09-17,06:00,,16 °C,Sunny.,11 km/h,↑,68%,1020 mbar,16 km
2020-09-17,06:30,,17 °C,Sunny.,11 km/h,↑,64%,1021 mbar,16 km
2020-09-17,07:00,,18 °C,Sunny.,11 km/h,↑,64%,1021 mbar,16 km
2020-09-17,07:30,,19 °C,Sunny.,11 km/h,↑,60%,1021 mbar,16 km
2020-09-17,08:00,,20 °C,Sunny.,11 km/h,↑,56%,1021 mbar,16 km
2020-09-17,08:30,,21 °C,Sunny.,15 km/h,↑,53%,1022 mbar,16 km
2020-09-17,09:00,,22 °C,Sunny.,13 km/h,↑,50%,1022 mbar,16 km
2020-09-17,09:30,,25 °C,Sunny.,19 km/h,↑,42%,1021 mbar,16 km
2020-09-17,10:00,,26 °C,Sunny.,24 km/h,↑,34%,1021 mbar,16 km
2020-09-17,10:30,,28 °C,Sunny.,22 km/h,↑,28%,1021 mbar,16 km
2020-09-17,11:00,,29 °C,Sunny.,26 km/h,↑,25%,1021 mbar,16 km
2020-09-17,11:30,,30 °C,Sunny.,26 km/h,↑,25%,1020 mbar,16 km
2020-09-17,12:00,,30 °C,Sunny.,24 km/h,↑,24%,1020 mbar,16 km
2020-09-17,12:30,,31 °C,Sunny.,24 km/h,↑,22%,1019 mbar,16 km
2020-09-17,13:00,,31 °C,Sunny.,19 km/h,↑,22%,1019 mbar,16 km
2020-09-17,13:30,,31 °C,Sunny.,22 km/h,↑,22%,1019 mbar,16 km
2020-09-17,14:30,,32 °C,Sunny.,13 km/h,↑,22%,1018 mbar,16 km
2020-09-17,15:00,,31 °C,Passing clouds.,11 km/h,↑,22%,1018 mbar,N/A
2020-09-17,15:30,,31 °C,Sunny.,9 km/h,↑,22%,1018 mbar,16 km
2020-09-17,15:44,,25 °C,Sunny.,32 km/h,↑,39%,1019 mbar,16 km
2020-09-17,16:00,,19 °C,Partly sunny.,54 km/h,↑,78%,1020 mbar,N/A
2020-09-17,16:30,,18 °C,Broken clouds.,59 km/h,↑,83%,1021 mbar,9 km
2020-09-17,17:00,,17 °C,Broken clouds.,56 km/h,↑,88%,1022 mbar,9 km
2020-09-17,17:30,,17 °C,Partly sunny.,61 km/h,↑,83%,1023 mbar,N/A
2020-09-17,18:00,,17 °C,Passing clouds.,54 km/h,↑,83%,1023 mbar,N/A
2020-09-17,18:30,,17 °C,Passing clouds.,56 km/h,↑,77%,1024 mbar,N/A
2020-09-17,19:00,,17 °C,Passing clouds.,50 km/h,↑,77%,1025 mbar,N/A
2020-09-17,19:30,,17 °C,Passing clouds.,50 km/h,↑,77%,1026 mbar,N/A
2020-09-17,20:00,,16 °C,Passing clouds.,48 km/h,↑,83%,1027 mbar,N/A
2020-09-17,20:30,,16 °C,Passing clouds.,37 km/h,↑,77%,1028 mbar,N/A
2020-09-17,21:00,,17 °C,Passing clouds.,39 km/h,↑,73%,1029 mbar,N/A
2020-09-17,21:30,,17 °C,Passing clouds.,39 km/h,↑,77%,1029 mbar,N/A
2020-09-17,22:00,,17 °C,Partly cloudy.,37 km/h,↑,73%,1029 mbar,N/A
2020-09-17,22:30,,17 °C,Passing clouds.,33 km/h,↑,77%,1030 mbar,N/A
2020-09-17,23:00,,17 °C,Passing clouds.,33 km/h,↑,77%,1030 mbar,N/A
2020-09-17,23:30,,17 °C,Partly cloudy.,32 km/h,↑,77%,1030 mbar,N/A
2020-09-18,"00:00 Fri, 18 Sep",,17 °C,Passing clouds.,30 km/h,↑,73%,1030 mbar,N/A
2020-09-18,00:30,,17 °C,Partly cloudy.,32 km/h,↑,77%,1030 mbar,N/A
2020-09-18,01:00,,17 °C,Passing clouds.,28 km/h,↑,73%,1030 mbar,N/A
2020-09-18,01:30,,17 °C,Partly cloudy.,26 km/h,↑,77%,1030 mbar,N/A
2020-09-18,02:00,,17 °C,Passing clouds.,22 km/h,↑,77%,1030 mbar,N/A
2020-09-18,02:30,,16 °C,Passing clouds.,20 km/h,↑,83%,1030 mbar,N/A
2020-09-18,03:00,,16 °C,Passing clouds.,19 km/h,↑,83%,1030 mbar,N/A
2020-09-18,03:30,,16 °C,Partly cloudy.,15 km/h,↑,83%,1030 mbar,N/A
2020-09-18,04:00,,16 °C,Scattered showers. Partly cloudy.,13 km/h,↑,83%,1030 mbar,N/A
2020-09-18,04:30,,15 °C,Partly cloudy.,17 km/h,↑,88%,1030 mbar,N/A
2020-09-18,05:00,,15 °C,Passing clouds.,17 km/h,↑,88%,1030 mbar,N/A
2020-09-18,05:16,,15 °C,Passing clouds.,17 km/h,↑,88%,1030 mbar,N/A
2020-09-18,05:30,,15 °C,Passing clouds.,17 km/h,↑,94%,1030 mbar,N/A
2020-09-18,06:00,,15 °C,Scattered clouds.,19 km/h,↑,94%,1030 mbar,N/A
2020-09-18,06:30,,15 °C,Broken clouds.,17 km/h,↑,88%,1031 mbar,N/A
2020-09-18,07:00,,15 °C,Partly sunny.,17 km/h,↑,88%,1031 mbar,N/A
2020-09-18,07:30,,16 °C,Broken clouds.,22 km/h,↑,88%,1031 mbar,N/A
2020-09-18,08:00,,16 °C,Partly sunny.,19 km/h,↑,88%,1032 mbar,N/A
2020-09-18,08:30,,16 °C,Broken clouds.,22 km/h,↑,88%,1032 mbar,N/A
2020-09-18,09:00,,16 °C,Broken clouds.,22 km/h,↑,88%,1032 mbar,N/A
2020-09-18,09:30,,17 °C,Broken clouds.,20 km/h,↑,83%,1032 mbar,N/A
2020-09-18,10:00,,16 °C,Broken clouds.,20 km/h,↑,88%,1032 mbar,N/A
2020-09-18,10:30,,16 °C,Broken clouds.,19 km/h,↑,88%,1032 mbar,N/A
2020-09-18,11:00,,16 °C,Scattered showers. Broken clouds.,19 km/h,↑,88%,1032 mbar,N/A
2020-09-18,11:30,,16 °C,Sprinkles. Broken clouds.,19 km/h,↑,88%,1031 mbar,N/A
2020-09-18,12:00,,16 °C,Scattered showers. Broken clouds.,19 km/h,↑,88%,1031 mbar,N/A
2020-09-18,12:30,,16 °C,Scattered showers. Broken clouds.,20 km/h,↑,88%,1031 mbar,N/A
2020-09-18,13:00,,16 °C,Broken clouds.,17 km/h,↑,88%,1030 mbar,N/A
2020-09-18,14:00,,17 °C,Broken clouds.,15 km/h,↑,83%,1030 mbar,N/A
2020-09-18,14:30,,17 °C,Broken clouds.,13 km/h,↑,83%,1029 mbar,N/A
2020-09-18,15:00,,17 °C,Broken clouds.,11 km/h,↑,83%,1029 mbar,N/A
2020-09-18,15:30,,17 °C,Broken clouds.,15 km/h,↑,83%,1029 mbar,N/A
2020-09-18,16:00,,17 °C,Scattered showers. Broken clouds.,15 km/h,↑,83%,1029 mbar,N/A
2020-09-18,16:30,,17 °C,Drizzle. Broken clouds.,11 km/h,↑,88%,1029 mbar,6 km
2020-09-18,17:00,,16 °C,Drizzle. Partly sunny.,13 km/h,↑,94%,1029 mbar,5 km
2020-09-18,17:30,,16 °C,Drizzle. Broken clouds.,13 km/h,↑,94%,1029 mbar,5 km
2020-09-18,18:00,,16 °C,Partly cloudy.,9 km/h,↑,94%,1029 mbar,3 km
2020-09-18,18:30,,16 °C,Partly cloudy.,11 km/h,↑,94%,1029 mbar,6 km
2020-09-18,19:00,,16 °C,Partly cloudy.,11 km/h,↑,94%,1029 mbar,4 km
2020-09-18,19:30,,16 °C,Partly cloudy.,9 km/h,↑,94%,1029 mbar,5 km
2020-09-18,20:00,,16 °C,Partly cloudy.,13 km/h,↑,94%,1029 mbar,7 km
2020-09-18,20:30,,16 °C,Passing clouds.,13 km/h,↑,94%,1029 mbar,N/A
2020-09-18,21:00,,16 °C,Passing clouds.,13 km/h,↑,94%,1029 mbar,7 km
2020-09-18,21:18,,16 °C,Passing clouds.,13 km/h,↑,94%,1029 mbar,6 km
2020-09-18,21:30,,16 °C,Passing clouds.,13 km/h,↑,94%,1029 mbar,5 km
2020-09-18,22:00,,16 °C,Passing clouds.,11 km/h,↑,94%,1029 mbar,5 km
2020-09-18,22:30,,16 °C,Partly cloudy.,4 km/h,↑,94%,1029 mbar,8 km
2020-09-18,23:00,,16 °C,Passing clouds.,7 km/h,↑,94%,1029 mbar,9 km
2020-09-18,23:30,,16 °C,Passing clouds.,7 km/h,↑,94%,1029 mbar,N/A
2020-09-19,"00:00 Sat, 19 Sep",,16 °C,Passing clouds.,9 km/h,↑,94%,1029 mbar,N/A
2020-09-19,00:30,,16 °C,Partly cloudy.,9 km/h,↑,100%,1028 mbar,N/A
2020-09-19,01:00,,16 °C,Passing clouds.,9 km/h,↑,94%,1028 mbar,N/A
2020-09-19,01:30,,16 °C,Scattered showers. Partly cloudy.,7 km/h,↑,100%,1028 mbar,N/A
2020-09-19,02:00,,16 °C,Scattered showers. Passing clouds.,9 km/h,↑,94%,1027 mbar,N/A
2020-09-19,02:30,,16 °C,Mostly cloudy.,9 km/h,↑,94%,1027 mbar,N/A
2020-09-19,03:00,,15 °C,Passing clouds.,6 km/h,↑,100%,1027 mbar,9 km
2020-09-19,03:30,,16 °C,Passing clouds.,9 km/h,↑,94%,1026 mbar,8 km
2020-09-19,04:00,,15 °C,Passing clouds.,7 km/h,↑,100%,1026 mbar,6 km
2020-09-19,04:21,,15 °C,Passing clouds.,7 km/h,↑,100%,1026 mbar,6 km
2020-09-19,04:30,,16 °C,Fog.,9 km/h,↑,94%,1026 mbar,5 km
2020-09-19,05:00,,15 °C,Rain. Overcast.,13 km/h,↑,100%,1026 mbar,4 km
2020-09-19,05:11,,15 °C,Fog.,11 km/h,↑,100%,1027 mbar,4 km
2020-09-19,05:30,,15 °C,Partly cloudy.,No wind,↑,100%,1027 mbar,6 km
2020-09-19,06:00,,15 °C,Fog.,No wind,↑,100%,1027 mbar,5 km
2020-09-19,06:30,,16 °C,Broken clouds.,No wind,↑,94%,1027 mbar,7 km
2020-09-19,07:00,,16 °C,Broken clouds.,No wind,↑,94%,1027 mbar,8 km
2020-09-19,07:30,,16 °C,Broken clouds.,9 km/h,↑,100%,1027 mbar,9 km
2020-09-19,08:00,,17 °C,Broken clouds.,7 km/h,↑,94%,1027 mbar,8 km
2020-09-19,08:30,,18 °C,Broken clouds.,7 km/h,↑,94%,1027 mbar,9 km
2020-09-19,09:00,,18 °C,Broken clouds.,4 km/h,↑,88%,1027 mbar,N/A
2020-09-19,09:30,,18 °C,Broken clouds.,7 km/h,↑,88%,1027 mbar,9 km
2020-09-19,10:00,,19 °C,Partly sunny.,2 km/h,↑,83%,1026 mbar,N/A
2020-09-19,10:30,,21 °C,Partly sunny.,7 km/h,↑,78%,1026 mbar,N/A
2020-09-19,11:00,,21 °C,Scattered showers. Partly sunny.,24 km/h,↑,73%,1025 mbar,N/A
2020-09-19,11:30,,21 °C,Sprinkles. Partly sunny.,26 km/h,↑,73%,1025 mbar,9 km
2020-09-19,12:00,,21 °C,Scattered showers. Partly sunny.,30 km/h,↑,78%,1025 mbar,N/A
2020-09-19,12:30,,21 °C,Scattered showers. Partly sunny.,26 km/h,↑,78%,1024 mbar,N/A
2020-09-19,13:00,,22 °C,Scattered showers. Partly sunny.,24 km/h,↑,69%,1024 mbar,N/A
2020-09-19,13:30,,23 °C,Broken clouds.,32 km/h,↑,65%,1023 mbar,N/A
2020-09-19,14:00,,23 °C,Partly sunny.,28 km/h,↑,65%,1023 mbar,N/A
2020-09-19,14:30,,21 °C,Partly sunny.,30 km/h,↑,73%,1022 mbar,N/A
2020-09-19,15:00,,22 °C,Broken clouds.,30 km/h,↑,73%,1022 mbar,N/A
2020-09-19,15:30,,21 °C,Broken clouds.,33 km/h,↑,78%,1021 mbar,N/A
2020-09-19,16:00,,21 °C,Broken clouds.,30 km/h,↑,78%,1021 mbar,N/A
2020-09-19,16:30,,20 °C,Broken clouds.,20 km/h,↑,78%,1021 mbar,N/A
2020-09-19,17:00,,20 °C,Broken clouds.,26 km/h,↑,78%,1021 mbar,N/A
2020-09-19,17:30,,20 °C,Partly sunny.,24 km/h,↑,78%,1021 mbar,N/A
2020-09-19,18:00,,19 °C,Passing clouds.,20 km/h,↑,83%,1021 mbar,N/A
2020-09-19,18:30,,20 °C,Passing clouds.,22 km/h,↑,83%,1021 mbar,N/A
2020-09-19,19:00,,20 °C,Passing clouds.,19 km/h,↑,83%,1021 mbar,N/A
2020-09-19,19:30,,20 °C,Passing clouds.,26 km/h,↑,83%,1021 mbar,N/A
2020-09-19,20:00,,20 °C,Passing clouds.,24 km/h,↑,83%,1020 mbar,N/A
2020-09-19,20:30,,20 °C,Passing clouds.,26 km/h,↑,83%,1020 mbar,N/A
2020-09-19,21:00,,20 °C,Partly cloudy.,24 km/h,↑,83%,1020 mbar,N/A
2020-09-19,21:30,,20 °C,Partly cloudy.,28 km/h,↑,78%,1019 mbar,N/A
2020-09-19,21:38,,20 °C,Passing clouds.,30 km/h,↑,78%,1019 mbar,N/A
2020-09-19,22:00,,20 °C,Passing clouds.,32 km/h,↑,78%,1019 mbar,N/A
2020-09-19,22:30,,20 °C,Passing clouds.,35 km/h,↑,78%,1019 mbar,N/A
2020-09-19,23:00,,19 °C,Partly cloudy.,37 km/h,↑,83%,1018 mbar,N/A
2020-09-20,"00:00 Sun, 20 Sep",,19 °C,Passing clouds.,33 km/h,↑,83%,1018 mbar,N/A
2020-09-20,00:30,,19 °C,Passing clouds.,30 km/h,↑,83%,1018 mbar,N/A
2020-09-20,01:00,,19 °C,Passing clouds.,28 km/h,↑,78%,1018 mbar,N/A
2020-09-20,01:30,,19 °C,Passing clouds.,19 km/h,↑,78%,1017 mbar,N/A
2020-09-20,02:00,,19 °C,Clear.,15 km/h,↑,73%,1017 mbar,16 km
2020-09-20,02:30,,19 °C,Clear.,15 km/h,↑,78%,1017 mbar,N/A
2020-09-20,03:00,,19 °C,Clear.,20 km/h,↑,78%,1016 mbar,16 km
2020-09-20,03:30,,19 °C,Clear.,24 km/h,↑,78%,1015 mbar,16 km
2020-09-20,04:00,,19 °C,Scattered showers. Clear.,30 km/h,↑,78%,1016 mbar,N/A
2020-09-20,04:30,,19 °C,Scattered showers. Clear.,28 km/h,↑,73%,1016 mbar,N/A
2020-09-20,05:00,,18 °C,Light rain. Clear.,24 km/h,↑,83%,1016 mbar,N/A
2020-09-20,05:30,,18 °C,Light rain. Partly cloudy.,19 km/h,↑,83%,1016 mbar,N/A
2020-09-20,06:00,,18 °C,Light rain. Broken clouds.,22 km/h,↑,83%,1016 mbar,N/A
2020-09-20,06:30,,18 °C,Light rain. Partly sunny.,20 km/h,↑,83%,1016 mbar,N/A
2020-09-20,07:00,,18 °C,Light rain. Mostly cloudy.,17 km/h,↑,83%,1016 mbar,N/A
2020-09-20,07:30,,18 °C,Light rain. Partly sunny.,20 km/h,↑,83%,1016 mbar,N/A
2020-09-20,08:00,,17 °C,Rain. Partly sunny.,22 km/h,↑,88%,1016 mbar,5 km
2020-09-20,08:30,,17 °C,Light rain. Mostly cloudy.,17 km/h,↑,88%,1016 mbar,9 km
2020-09-20,09:00,,17 °C,Light rain. Mostly cloudy.,19 km/h,↑,88%,1016 mbar,7 km
2020-09-20,09:30,,17 °C,Light rain. Mostly cloudy.,17 km/h,↑,88%,1016 mbar,4 km
2020-09-20,10:00,,17 °C,Rain. Mostly cloudy.,19 km/h,↑,94%,1016 mbar,6 km
2020-09-20,11:00,,17 °C,Light rain. Broken clouds.,20 km/h,↑,94%,1015 mbar,9 km
2020-09-20,11:23,,17 °C,Scattered showers. Broken clouds.,28 km/h,↑,94%,1015 mbar,N/A
2020-09-20,11:30,,17 °C,Scattered showers. Broken clouds.,28 km/h,↑,88%,1014 mbar,N/A
2020-09-20,12:00,,19 °C,Broken clouds.,32 km/h,↑,88%,1014 mbar,N/A
2020-09-20,12:30,,19 °C,Broken clouds.,32 km/h,↑,83%,1013 mbar,N/A
2020-09-20,13:00,,19 °C,Partly sunny.,33 km/h,↑,83%,1012 mbar,N/A
2020-09-20,13:30,,19 °C,Broken clouds.,33 km/h,↑,78%,1012 mbar,N/A
2020-09-20,14:00,,21 °C,Scattered clouds.,28 km/h,↑,69%,1011 mbar,N/A
2020-09-20,14:30,,20 °C,Scattered clouds.,32 km/h,↑,73%,1011 mbar,N/A
2020-09-20,15:00,,20 °C,Scattered clouds.,32 km/h,↑,78%,1011 mbar,N/A
2020-09-20,15:30,,21 °C,Scattered clouds.,35 km/h,↑,73%,1011 mbar,N/A
2020-09-20,16:00,,20 °C,Partly sunny.,33 km/h,↑,78%,1011 mbar,N/A
2020-09-20,16:30,,20 °C,Scattered clouds.,33 km/h,↑,78%,1011 mbar,N/A
2020-09-20,17:00,,20 °C,Passing clouds.,33 km/h,↑,78%,1011 mbar,N/A
2020-09-20,17:30,,19 °C,Passing clouds.,33 km/h,↑,83%,1011 mbar,N/A
2020-09-20,18:00,,19 °C,Passing clouds.,30 km/h,↑,83%,1011 mbar,N/A
2020-09-20,18:30,,19 °C,Clear.,26 km/h,↑,83%,1011 mbar,16 km
2020-09-20,19:00,,19 °C,Clear.,20 km/h,↑,83%,1011 mbar,16 km
2020-09-20,19:30,,19 °C,Clear.,13 km/h,↑,78%,1012 mbar,16 km
